source_label	target_label	freq	synergy_max	synergy_min	synergy_mean	env_list
Haemophilus parainfluenzae	SMB53	12	0.0937595008933106	2.467162276944792e-32	0.0005493005965626	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylotenera mobilis	Kaistobacter	12	0.0012608906108357	2.467162276944792e-32	4.517076252755532e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Sediminibacterium	12	0.0006106096229657	2.467162276944792e-32	1.3156390978218396e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Sediminibacterium	Flavobacterium	12	0.0023657182024706	2.467162276944792e-32	7.396780375009553e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Stenotrophomonas	12	3.660606133468019e-05	2.467162276944792e-32	4.081422390486754e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Agrobacterium	12	0.0011954971097983	2.467162276944792e-32	8.03937736238268e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Mycoplana	12	0.0003659926169916	2.467162276944792e-32	8.154339526493977e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Flavisolibacter	12	0.0034269151258559	2.467162276944792e-32	6.052558630704725e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylotenera mobilis	Niabella	12	0.0050255059639188	2.467162276944792e-32	2.781464465843517e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Methylibium	12	3.653559905476568e-05	2.467162276944792e-32	1.1972878625444194e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Flectobacillus	12	0.0029731615043517	2.467162276944792e-32	7.599388475061941e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Sphingomonas	12	0.0042103055544305	2.467162276944792e-32	1.2813337635346469e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Flavobacterium	12	6.103370188876622e-05	2.467162276944792e-32	3.638119000153211e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Flavisolibacter	12	4.440892098500626e-31	2.467162276944792e-32	9.111414021212976e-32	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Haemophilus parainfluenzae	Streptococcus	12	0.1389617160290479	2.467162276944792e-32	0.0004472010338694	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Agrobacterium	12	0.0025243240166977	2.467162276944792e-32	1.2804028215778096e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Sediminibacterium	12	0.0007476918194439	2.467162276944792e-32	6.518673310286031e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Methylibium	12	0.1022134430996627	2.467162276944792e-32	0.0003371776235327	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Sediminibacterium	12	0.0010939148001911	2.467162276944792e-32	1.3734546074611464e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Flavobacterium succinicans	12	0.0075319274250599	2.467162276944792e-32	2.7395069882027317e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pedobacter	Agrobacterium	12	0.0123366261069411	2.467162276944792e-32	7.633372645024495e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Arthrobacter psychrolactophilus	12	0.0017251528500086	2.467162276944792e-32	8.129812059010843e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Stenotrophomonas	12	0.0018832126321841	2.467162276944792e-32	9.253092074270349e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylibium	Devosia	12	0.0058575266169601	2.467162276944792e-32	2.1700344538549524e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Agrobacterium	12	0.0002453754661443	2.467162276944792e-32	1.253284738894259e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Methylibium	12	5.5348389564323616e-05	2.467162276944792e-32	1.632874990919439e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Streptococcus	Methylibium	12	2.486208730295089e-05	2.467162276944792e-32	7.583055712680596e-08	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Sphingomonas	12	0.000120556463385	2.467162276944792e-32	2.590498526475779e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Methylibium	12	1.4138308435946506e-05	2.467162276944792e-32	3.181200663959681e-08	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Acinetobacter lwoffii	12	0.0131833686486547	2.467162276944792e-32	8.720044661111107e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Steroidobacter	12	0.000358033689848	2.467162276944792e-32	1.1916949584043427e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Flectobacillus	12	0.000217167215897	2.467162276944792e-32	1.030763216979076e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas	Rhodoplanes	12	2.8117562148762468e-05	2.467162276944792e-32	1.0299473314565008e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Luteolibacter	12	0.000155559238613	2.467162276944792e-32	2.672607292426512e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylotenera mobilis	Rhodoplanes	12	0.045921460876157	2.467162276944792e-32	5.693005457173055e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Agrobacterium	12	0.0008767119850536	2.467162276944792e-32	1.110793489145622e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Agrobacterium	12	0.0053344045127196	2.467162276944792e-32	9.696508063729956e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Kaistobacter	12	0.0112519071360665	2.467162276944792e-32	5.6937329364188e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Acinetobacter rhizosphaerae	12	0.0171250782075205	2.467162276944792e-32	0.0001168616057352	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Arthrobacter psychrolactophilus	Luteolibacter	12	0.0001209118305355	2.467162276944792e-32	1.7868524927477336e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Streptococcus	12	0.0245756803356484	2.467162276944792e-32	0.0001830587847926	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Niabella	12	0.0001267266056282	2.467162276944792e-32	2.2934988536200577e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	SMB53	12	0.0267000632322288	2.467162276944792e-32	8.102322081116924e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Steroidobacter	12	0.0002587170056945	2.467162276944792e-32	1.7111294377450944e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Prosthecobacter	12	0.0002851542525104	2.467162276944792e-32	2.385335748645289e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylibium	Agrobacterium	12	0.0026873811223966	2.467162276944792e-32	2.411971798868072e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Pedobacter	12	0.0013915343790145	2.467162276944792e-32	5.414464055026907e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Sphingomonas	12	0.0135050833642984	2.467162276944792e-32	4.719417952257219e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylibium	Steroidobacter	12	0.0180155597153704	2.467162276944792e-32	7.548682869237326e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Sanguibacter	12	0.0131706831899766	2.467162276944792e-32	7.23555412612914e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Rhodoplanes	12	0.010827236190271	2.467162276944792e-32	3.052659099677974e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Acinetobacter lwoffii	Flavobacterium	12	9.734821884273745e-05	2.467162276944792e-32	1.485981282215816e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Methylotenera mobilis	12	4.886813450566416e-07	2.467162276944792e-32	5.981411812198795e-10	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Flavobacterium succinicans	12	0.0069877671141773	2.467162276944792e-32	4.703075775678859e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylibium	Methylibium	12	0.0010680018727382	2.467162276944792e-32	6.894803787971784e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylotenera mobilis	Flavobacterium succinicans	12	0.0148522768981431	2.467162276944792e-32	2.903234602287351e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Bradyrhizobium	12	0.000662271805744	2.467162276944792e-32	3.238540213950264e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Luteolibacter	12	8.856728204624074e-05	2.467162276944792e-32	4.92849535034701e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Sanguibacter	12	2.10202225995697e-15	2.467162276944792e-32	3.9437565852852025e-18	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Sediminibacterium	Nitrospira	12	0.0023618481775782	2.467162276944792e-32	6.937259062389641e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Sediminibacterium	12	0.0006401064642374	2.467162276944792e-32	1.655663715685952e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Acinetobacter lwoffii	Nitrospira	12	1.6774036830498804e-06	2.467162276944792e-32	1.7615478197723863e-08	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Acinetobacter johnsonii	12	0.0013203657855039	2.467162276944792e-32	5.453003475239814e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Polynucleobacter	Pseudomonas	12	0.0137866202883897	2.467162276944792e-32	0.00010063226488	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Bacillus	Corynebacterium	12	0.0018935347328413	2.467162276944792e-32	2.905783794054387e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Corynebacterium	Pseudomonas	12	0.0053727067644168	2.467162276944792e-32	7.230007745217523e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Luteolibacter	12	0.0028780202119199	2.467162276944792e-32	1.0408755159416105e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Sediminibacterium	Devosia	12	8.918063555570433e-05	2.467162276944792e-32	2.563195654396009e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Methylotenera mobilis	Steroidobacter	12	1.5839336778778054e-05	2.467162276944792e-32	1.688250396331178e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Aeromicrobium	12	0.0055246147054374	2.467162276944792e-32	3.2116295831062286e-05	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Haemophilus parainfluenzae	12	0.0016431821274066	2.467162276944792e-32	7.324220826601736e-06	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
DA101	Streptococcus	12	6.994398887232793e-13	2.467162276944792e-32	2.293245536797637e-15	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
Pseudomonas viridiflava	Devosia	12	6.914468710024966e-05	2.467162276944792e-32	4.168873652202566e-07	['Animal_distal_gut', 'Animal_proximal_gut', 'Animal_secretion', 'Animal_surface', 'Plant_rhizosphere', 'Plant_surface', 'Sediment_(non-saline)', 'Sediment_(saline)', 'Soil_(non-saline)', 'Surface_(non-saline)', 'Water_(non-saline)', 'Water_(saline)']
